City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
244,dabhol,17.6,73.1667,70.39,47,4,4.7,IN,1669944728
245,obihiro,42.9172,143.2044,29.61,40,44,13.53,JP,1669944729
246,chifeng,42.2683,118.9636,18.57,22,100,7.05,CN,1669944729
247,lompoc,34.6391,-120.4579,55.54,96,100,11.5,US,1669944730
248,kathu,7.9178,98.3332,85.69,86,99,5.55,TH,1669944730
249,fortuna,40.5982,-124.1573,41.94,93,75,1.01,US,1669944731
250,georgetown,5.4112,100.3354,82.89,79,20,3.44,MY,1669944731
251,shimoda,34.6667,138.95,57.56,68,100,5.77,JP,1669944732
252,conde,-7.2597,-34.9075,78.26,78,20,6.91,BR,1669944732
253,tshela,-4.9833,12.9333,72.66,99,100,1.66,CD,1669944733
254,mabaruma,8.2,-59.7833,72.09,92,12,2.26,GY,1669944733
255,cidreira,-30.1811,-50.2056,71.98,95,100,13.94,BR,1669944560
256,belmonte,-15.8631,-38.8828,75.7,92,100,15.01,BR,1669944734
257,mahebourg,-20.4081,57.7,73.26,88,75,3.44,MU,1669944483
258,meulaboh,4.1363,96.1285,76.57,88,100,3.33,ID,1669944735
259,pangai,-19.8,-174.35,86.11,70,20,4.61,TO,1669944735
260,isangel,-19.55,169.2667,85.46,74,100,13.24,VU,1669944736
261,pisco,-13.7,-76.2167,66.25,82,0,11.5,PE,1669944592
262,bathsheba,13.2167,-59.5167,78.04,91,75,17.27,BB,1669944737
263,novo cruzeiro,-17.4681,-41.8753,67.64,99,100,3.71,BR,1669944737
264,curup,-3.4667,102.5333,76.51,69,100,3.56,ID,1669944737
265,coihaique,-45.5752,-72.0662,51.75,66,75,4.61,CL,1669944738
266,omsukchan,62.5333,155.8,-7.42,99,98,6.73,RU,1669944738
267,tongliao,43.6125,122.2653,17.24,27,56,14.27,CN,1669944739
268,shirokiy,49.758,129.523,-8.72,90,92,8.1,RU,1669944739
269,gushikawa,26.3544,127.8686,65.43,80,100,16.11,JP,1669944740
270,punakha,27.5837,89.8598,59.86,43,0,0.36,BT,1669944740
271,laguna,38.421,-121.4238,49.05,91,0,8.05,US,1669944551
272,mahibadhoo,3.7833,72.9667,79.83,75,92,0.36,MV,1669944741
273,la ronge,55.1001,-105.2842,-10.95,70,0,9.22,CA,1669944742
274,tutoia,-2.7619,-42.2744,79.83,81,48,14.27,BR,1669944742
275,tazmalt,36.3868,4.3989,51.67,60,100,5.03,DZ,1669944743
276,opuwo,-18.0607,13.84,70.14,54,86,3.49,,1669944743
277,sao sebastiao,-23.76,-45.4097,73.27,93,92,4.88,BR,1669944586
278,sakakah,29.9697,40.2064,56.77,63,2,5.82,SA,1669944722
279,kupang,-10.1667,123.5833,88.38,70,20,2.3,ID,1669944636
280,bredasdorp,-34.5322,20.0403,63.34,83,90,9.22,ZA,1669944550
281,souillac,-20.5167,57.5167,71.98,88,75,3.44,MU,1669944745
282,okrika,4.7416,7.0849,75.52,85,100,4.59,NG,1669944746
283,orange,33.7,-117.7675,59.38,65,100,1.01,US,1669944746
284,sarh,9.1429,18.3923,69.71,60,0,2.3,TD,1669944747
285,turayf,31.6725,38.6637,46.65,100,0,4.61,SA,1669944747
286,ericeira,38.9627,-9.4156,54.36,94,3,6.76,PT,1669944747
287,hrodna,53.6884,23.8258,13.15,96,66,4.21,BY,1669944679
288,niquelandia,-14.4739,-48.4597,71.13,89,60,2.95,BR,1669944748
289,nemuro,43.3236,145.575,29.97,43,3,12.37,JP,1669944749
290,constitucion,-35.3333,-72.4167,54.05,77,0,12.03,CL,1669944613
291,topeka,39.0483,-95.678,45.21,50,0,12.66,US,1669944561
292,parkersburg,39.2667,-81.5615,33.58,71,0,1.01,US,1669944750
293,port hedland,-20.3167,118.5667,89.65,58,50,12.66,AU,1669944750
294,grand gaube,-20.0064,57.6608,73.38,75,65,8.39,MU,1669944557
295,port hardy,50.6996,-127.4199,24.98,86,75,4.61,CA,1669944496
296,enshi,30.3,109.4833,38.64,82,87,1.39,CN,1669944751
297,arraial do cabo,-22.9661,-42.0278,75.16,88,75,18.41,BR,1669944751
298,pemangkat,1.1667,108.9667,78.15,87,100,3.8,ID,1669944497
299,qingquan,30.4511,115.2559,36.72,77,18,5.23,CN,1669944752
300,nanortalik,60.1432,-45.2371,22.48,70,31,11.01,GL,1669944753
301,bac lieu,9.285,105.7244,83.14,75,97,18.25,VN,1669944753
302,kabo,7.6994,18.629,75.65,50,100,1.86,CF,1669944753
303,rawah,34.4816,41.9093,61.2,68,92,9.13,IQ,1669944754
304,sao desiderio,-12.3633,-44.9733,69.58,97,100,1.57,BR,1669944755
305,ancud,-41.8697,-73.8203,53.22,78,100,7.92,CL,1669944755
306,chicama,-7.8447,-79.1469,64.94,82,6,5.21,PE,1669944755
307,rocha,-34.4833,-54.3333,67.23,99,100,3.0,UY,1669944756
308,hualmay,-11.0964,-77.6139,67.68,85,1,7.96,PE,1669944556
309,mandiana,10.6333,-8.6833,74.88,36,36,3.31,GN,1669944757
310,maceio,-9.6658,-35.7353,78.24,83,75,6.91,BR,1669944481
311,cabangahan,9.0781,122.9469,83.98,70,51,13.91,PH,1669944757
312,bartica,6.4,-58.6167,71.35,98,100,2.13,GY,1669944758
313,rorvik,64.8621,11.2373,32.11,74,0,5.75,NO,1669944759
314,tuzla,44.5428,18.6694,35.56,100,100,2.3,BA,1669944759
315,dawson creek,55.7666,-120.2362,-25.96,75,0,0.0,CA,1669944760
316,flin flon,54.7682,-101.865,-7.6,96,100,5.88,CA,1669944621
317,sao gabriel da cachoeira,-0.1303,-67.0892,73.65,98,100,2.21,BR,1669944760
318,cabedelo,-6.9811,-34.8339,79.47,78,40,12.15,BR,1669944761
319,verkhnyaya inta,65.9811,60.3094,-4.41,98,10,6.69,RU,1669944581
320,bubaque,11.2833,-15.8333,81.09,65,31,16.28,GW,1669944761
321,thinadhoo,0.5333,72.9333,80.92,70,5,5.75,MV,1669944762
322,codrington,-38.2667,141.9667,65.34,62,11,8.59,AU,1669944763
323,bahraich,27.5833,81.6,60.46,73,19,3.09,IN,1669944763
324,okhotsk,59.3833,143.3,-3.08,97,100,8.25,RU,1669944764
325,burnie,-41.0667,145.9167,61.95,61,53,6.58,AU,1669944736
326,mitsamiouli,-11.3847,43.2844,78.35,71,13,3.71,KM,1669944764
327,half moon bay,37.4636,-122.4286,50.31,88,40,13.8,US,1669944765
328,honningsvag,70.9821,25.9704,37.15,100,100,0.0,NO,1669944765
329,palana,59.1167,159.9667,11.37,81,9,8.86,RU,1669944765
330,maniitsoq,65.4167,-52.9,21.92,48,100,12.53,GL,1669944766
331,mendi,-6.1761,143.6513,67.33,70,100,4.09,PG,1669944766
332,maple creek,49.9168,-109.4848,-1.79,71,100,6.91,CA,1669944767
333,high level,58.5169,-117.136,-23.69,76,0,0.0,CA,1669944621
334,nador,35.174,-2.9287,55.65,88,100,4.61,MA,1669944768
335,byron bay,-28.65,153.6167,71.71,68,50,21.32,AU,1669944768
336,maragogi,-9.0122,-35.2225,77.65,79,94,10.38,BR,1669944769
337,shumskiy,54.8318,99.1328,-0.92,74,100,4.81,RU,1669944769
338,camopi,3.1655,-52.3158,71.29,100,54,2.24,GF,1669944770
339,grootfontein,-19.5667,18.1167,67.57,37,0,3.44,,1669944770
340,bulaevo,54.9056,70.4439,-7.01,97,29,8.14,KZ,1669944771
341,ust-ordynskiy,52.805,104.7508,-5.76,89,100,10.51,RU,1669944771
342,beringovskiy,63.05,179.3167,34.65,99,100,10.49,RU,1669944772
343,panguna,-6.3164,155.4848,77.29,83,100,2.01,PG,1669944588
344,virginia beach,36.8529,-75.978,41.07,67,20,0.0,US,1669944535
345,karabash,55.4808,60.2157,-0.78,98,100,2.06,RU,1669944773
346,aljezur,37.3191,-8.8033,52.03,76,0,5.23,PT,1669944773
347,moose factory,51.2585,-80.6094,12.2,73,0,13.8,CA,1669944774
348,orel,52.9658,36.0803,24.08,81,100,9.91,RU,1669944774
349,cockburn town,21.4612,-71.1419,79.99,68,3,23.22,TC,1669944775
350,namatanai,-3.6667,152.4333,83.97,72,100,6.24,PG,1669944775
351,igarapava,-20.0383,-47.7469,77.92,71,83,4.59,BR,1669944776
352,port macquarie,-31.4333,152.9167,69.39,61,100,15.08,AU,1669944615
353,muborak,39.2553,65.1528,34.88,43,100,9.91,UZ,1669944776
354,berlevag,70.8578,29.0864,33.8,93,75,6.91,NO,1669944777
355,basco,20.4487,121.9702,79.03,80,50,16.44,PH,1669944777
356,andenes,69.3143,16.1194,38.93,100,100,5.75,NO,1669944778
357,jiayuguan,39.8167,98.3,13.35,72,100,2.37,CN,1669944563
358,jimma,7.6667,36.8333,53.44,65,16,1.63,ET,1669944778
359,asau,46.4333,26.4,27.52,96,100,1.74,RO,1669944779
360,manoel urbano,-8.8389,-69.2597,78.13,79,31,3.53,BR,1669944779
361,agirish,61.9247,63.0231,-4.99,98,13,5.61,RU,1669944780
362,sombrio,-29.1139,-49.6167,70.66,97,89,5.01,BR,1669944780
363,riyadh,24.6877,46.7219,59.14,36,0,2.48,SA,1669944601
364,pangkalanbuun,-2.6833,111.6167,82.04,78,47,3.89,ID,1669944781
365,hofn,64.2539,-15.2082,44.73,83,100,8.59,IS,1669944781
